Step:   2/100Loss: 7.93728ROC-AUC Score: 0.504Average Precision: 0.500Total-Time: 0
Step:   4/100Loss: 7.91070ROC-AUC Score: 0.524Average Precision: 0.520Total-Time: 0
Step:   6/100Loss: 7.85817ROC-AUC Score: 0.533Average Precision: 0.531Total-Time: 1
Step:   8/100Loss: 7.78345ROC-AUC Score: 0.539Average Precision: 0.538Total-Time: 1
Step:  10/100Loss: 7.69808ROC-AUC Score: 0.547Average Precision: 0.543Total-Time: 2
Step:  12/100Loss: 7.61765ROC-AUC Score: 0.557Average Precision: 0.553Total-Time: 2
Step:  14/100Loss: 7.55358ROC-AUC Score: 0.570Average Precision: 0.569Total-Time: 3
Step:  16/100Loss: 7.50738ROC-AUC Score: 0.585Average Precision: 0.589Total-Time: 3
Step:  18/100Loss: 7.47311ROC-AUC Score: 0.602Average Precision: 0.611Total-Time: 4
Step:  20/100Loss: 7.44414ROC-AUC Score: 0.617Average Precision: 0.633Total-Time: 4
Step:  22/100Loss: 7.41713ROC-AUC Score: 0.629Average Precision: 0.652Total-Time: 5
Step:  24/100Loss: 7.39174ROC-AUC Score: 0.639Average Precision: 0.667Total-Time: 5
Step:  26/100Loss: 7.36866ROC-AUC Score: 0.647Average Precision: 0.677Total-Time: 6
Step:  28/100Loss: 7.34819ROC-AUC Score: 0.653Average Precision: 0.685Total-Time: 6
Step:  30/100Loss: 7.33009ROC-AUC Score: 0.658Average Precision: 0.691Total-Time: 7
Step:  32/100Loss: 7.31399ROC-AUC Score: 0.663Average Precision: 0.696Total-Time: 7
Step:  34/100Loss: 7.29967ROC-AUC Score: 0.668Average Precision: 0.702Total-Time: 8
Step:  36/100Loss: 7.28693ROC-AUC Score: 0.674Average Precision: 0.707Total-Time: 8
Step:  38/100Loss: 7.27561ROC-AUC Score: 0.678Average Precision: 0.711Total-Time: 9
Step:  40/100Loss: 7.26554ROC-AUC Score: 0.682Average Precision: 0.715Total-Time: 9
Step:  42/100Loss: 7.25655ROC-AUC Score: 0.685Average Precision: 0.718Total-Time: 10
Step:  44/100Loss: 7.24850ROC-AUC Score: 0.688Average Precision: 0.720Total-Time: 10
Step:  46/100Loss: 7.24127ROC-AUC Score: 0.690Average Precision: 0.723Total-Time: 10
Step:  48/100Loss: 7.23474ROC-AUC Score: 0.693Average Precision: 0.725Total-Time: 11
Step:  50/100Loss: 7.22880ROC-AUC Score: 0.695Average Precision: 0.727Total-Time: 11
Step:  52/100Loss: 7.22337ROC-AUC Score: 0.697Average Precision: 0.729Total-Time: 12
Step:  54/100Loss: 7.21838ROC-AUC Score: 0.699Average Precision: 0.731Total-Time: 12
Step:  56/100Loss: 7.21379ROC-AUC Score: 0.700Average Precision: 0.733Total-Time: 13
Step:  58/100Loss: 7.20955ROC-AUC Score: 0.701Average Precision: 0.734Total-Time: 13
Step:  60/100Loss: 7.20563ROC-AUC Score: 0.702Average Precision: 0.736Total-Time: 14
Step:  62/100Loss: 7.20199ROC-AUC Score: 0.703Average Precision: 0.737Total-Time: 14
Step:  64/100Loss: 7.19858ROC-AUC Score: 0.704Average Precision: 0.738Total-Time: 15
Step:  66/100Loss: 7.19539ROC-AUC Score: 0.705Average Precision: 0.739Total-Time: 15
Step:  68/100Loss: 7.19241ROC-AUC Score: 0.706Average Precision: 0.741Total-Time: 16
Step:  70/100Loss: 7.18961ROC-AUC Score: 0.706Average Precision: 0.742Total-Time: 16
Step:  72/100Loss: 7.18700ROC-AUC Score: 0.707Average Precision: 0.742Total-Time: 17
Step:  74/100Loss: 7.18456ROC-AUC Score: 0.708Average Precision: 0.743Total-Time: 17
Step:  76/100Loss: 7.18227ROC-AUC Score: 0.708Average Precision: 0.743Total-Time: 18
Step:  78/100Loss: 7.18013ROC-AUC Score: 0.709Average Precision: 0.744Total-Time: 18
Step:  80/100Loss: 7.17813ROC-AUC Score: 0.709Average Precision: 0.744Total-Time: 19
Step:  82/100Loss: 7.17624ROC-AUC Score: 0.710Average Precision: 0.744Total-Time: 19
Step:  84/100Loss: 7.17447ROC-AUC Score: 0.710Average Precision: 0.745Total-Time: 20
Step:  86/100Loss: 7.17281ROC-AUC Score: 0.710Average Precision: 0.745Total-Time: 20
Step:  88/100Loss: 7.17125ROC-AUC Score: 0.711Average Precision: 0.745Total-Time: 20
Step:  90/100Loss: 7.16977ROC-AUC Score: 0.711Average Precision: 0.745Total-Time: 21
Step:  92/100Loss: 7.16838ROC-AUC Score: 0.711Average Precision: 0.746Total-Time: 21
Step:  94/100Loss: 7.16707ROC-AUC Score: 0.711Average Precision: 0.746Total-Time: 22
Step:  96/100Loss: 7.16582ROC-AUC Score: 0.712Average Precision: 0.746Total-Time: 22
Step:  98/100Loss: 7.16464ROC-AUC Score: 0.712Average Precision: 0.746Total-Time: 23
Step: 100/100Loss: 7.16352ROC-AUC Score: 0.712Average Precision: 0.746Total-Time: 23
Step:   2/100Loss: 7.93733ROC-AUC Score: 0.498Average Precision: 0.499Total-Time: 0
Step:   4/100Loss: 7.91098ROC-AUC Score: 0.506Average Precision: 0.507Total-Time: 0
Step:   6/100Loss: 7.85893ROC-AUC Score: 0.514Average Precision: 0.514Total-Time: 1
