0	6311	10
0	6457	10
0	6520	10
0	6571	10
0	6737	10
0	6751	10
0	7282	10
0	7427	10
0	7467	10
0	7469	10
0	7518	10
0	7674	10
0	7923	10
0	8274	10
0	8295	10
0	8302	10
0	8304	10
0	8340	10
0	8407	10
0	8539	10
0	8803	10
0	8836	10
0	9156	10
0	9235	10
0	9278	10
0	9456	10
0	9636	10
0	9650	10
0	9749	10
0	10222	10
0	13252	20
0	15427	20
0	16272	20
0	19240	20
0	21442	20
1	14878	20
2	6186	10
2	6250	10
2	6686	10
2	6866	10
2	7062	10
2	7124	10
2	7240	10
2	7398	10
2	7568	10
2	7695	10
2	7720	10
2	7799	10
2	7870	10
2	8035	10
2	8288	10
2	8298	10
2	8546	10
2	8820	10
2	8897	10
2	8975	10
2	9043	10
2	9144	10
2	9147	10
2	9184	10
2	9235	10
2	9315	10
2	9732	10
2	9767	10
2	9889	10
2	10047	10
2	10222	10
2	10259	10
2	10339	10
2	10477	10
2	14878	20
2	18914	20
2	19240	20
2	19435	20
3	6785	10
3	6986	10
3	7062	10
3	7174	10
3	7358	10
3	7496	10
3	7582	10
3	7808	10
3	8938	10
3	9749	10
3	11180	20
3	15502	20
3	16969	20
4	6166	10
4	6203	10
4	6281	10
4	6299	10
4	6314	10
4	6339	10
4	6340	10
4	6353	10
4	6370	10
4	6479	10
4	6544	10
4	6546	10
4	6594	10
4	6624	10
4	6672	10
4	6751	10
4	6763	10
4	6785	10
4	6832	10
4	7017	10
4	7043	10
4	7062	10
4	7083	10
4	7199	10
4	7320	10
4	7344	10
4	7371	10
4	7390	10
4	7493	10
4	7500	10
4	7543	10
4	7545	10
4	7604	10
4	7642	10
4	7678	10
4	7696	10
4	7754	10
4	7759	10
4	7767	10
4	7805	10
4	7813	10
4	7870	10
4	7951	10
4	7965	10
4	8026	10
4	8052	10
4	8133	10
4	8359	10
4	8440	10
4	8499	10
4	8579	10
4	8749	10
4	8793	10
4	8836	10
4	8838	10
4	8864	10
4	8870	10
4	8989	10
4	8995	10
4	9059	10
4	9083	10
4	9293	10
4	9359	10
4	9384	10
4	9396	10
4	9413	10
4	9449	10
4	9458	10
4	9469	10
4	9527	10
4	9546	10
4	9749	10
4	9805	10
4	9850	10
4	9898	10
4	10004	10
4	10077	10
4	10091	10
4	10121	10
4	10128	10
4	10156	10
4	10159	10
4	10299	10
4	10362	10
4	10401	10
4	10477	10
4	10478	10
4	11180	20
4	11711	20
4	19435	20
5	6196	10
5	6525	10
5	6571	10
5	6687	10
5	6692	10
5	6736	10
5	6739	10
5	6742	10
5	7084	10
5	7098	10
5	7128	10
5	7469	10
5	7604	10
5	7619	10
5	7664	10
5	7995	10
5	8129	10
5	8191	10
5	8371	10
5	8445	10
5	8484	10
5	8639	10
5	8798	10
5	8911	10
5	8992	10
5	9398	10
5	9406	10
5	9943	10
5	9967	10
5	10397	10
5	10448	10
5	19435	20
5	19564	20
6	6557	10
6	6804	10
6	7062	10
6	7433	10
6	7874	10
6	8448	10
6	8805	10
6	9273	10
6	9388	10
6	9898	10
6	10047	10
6	10437	10
6	11711	20
6	14878	20
6	19240	20
6	19435	20
6	20787	20
7	6426	10
7	7062	10
7	7240	10
7	7430	10
7	7592	10
7	7847	10
7	8191	10
7	8407	10
7	9996	10
7	10258	10
7	10440	10
7	17389	20
8	6149	10
8	6753	10
8	7062	10
8	7139	10
8	7173	10
8	7404	10
8	7545	10
8	7563	10
8	7681	10
8	7723	10
8	7742	10
8	7870	10
8	7898	10
8	7917	10
8	8052	10
8	8231	10
8	8484	10
8	8499	10
8	8538	10
8	8712	10
8	9397	10
8	9413	10
8	9490	10
8	9650	10
8	9959	10
8	10299	10
8	14841	20
9	6544	10
9	7062	10
9	7344	10
9	7808	10
9	8440	10
9	9352	10
9	9674	10
9	10101	10
9	19435	20
10	18051	20
